|Index|Distance|Velocity|
|1193|303|299.992|
|1194|304.5|299.991|
|1195|306|299.99|
|1196|307.5|299.989|
|1197|309|299.988|
|1198|310.499|299.986|
|1199|311.999|299.985|
|1200|313.499|299.983|
|1201|314.999|299.982|
|1202|316.5|300|
|1203|318|300|
|1204|319.5|300|
|1205|321|300|
|1206|322.5|300|
|1207|324|300|
|1208|325.5|300|
|1209|327|300|
|1210|328.5|300|
|1211|330|300|
|1212|331.5|300|
|1213|333|300|
|1214|334.5|300|
|1215|336|300|
|1216|337.5|300|
|1217|339|300|
|1218|340.5|300|
|1219|342|300|
|1220|343.5|300|
|1221|345|300|
|1222|346.5|300|
|1223|348|299.999|
|1224|349.5|299.998|
|1225|351|299.998|
|1226|352.5|299.998|
|1227|354|299.997|
|1228|355.5|299.997|
|1229|357|299.996|
|1230|358.5|299.996|
|1231|360|299.995|
|1232|361.5|299.994|
|1233|363|299.993|
|1234|364.5|299.993|
|1235|366|299.992|
|1236|367.5|299.991|
|1237|369|299.989|
|1238|370.5|299.988|
|1239|372|299.987|
|1240|373.499|299.985|
|1241|374.999|299.984|
|1242|376.499|299.982|
|1243|377.999|299.98|
|1244|379.499|299.98|
|1245|380.999|299.978|
|1246|382.499|299.976|
|1247|383.999|299.974|
|1248|385.499|299.972|
|1249|386.998|299.969|
|1250|388.498|299.967|
|1251|389.998|299.965|
|1252|391.498|299.962|
|1253|392.998|299.959|
|1254|394.498|299.956|
|1255|395.997|299.953|
|1256|397.497|299.95|
|1257|398.997|299.947|
|1258|400.497|299.943|
|1259|401.996|299.939|
|1260|403.496|299.936|
|1261|404.996|299.932|
|1262|406.495|299.927|
|1263|407.995|299.923|
|1264|409.494|299.919|
|1265|410.994|299.914|
|1266|412.494|299.909|
|1267|413.993|299.904|
|1268|415.493|299.899|
|1269|416.992|299.894|
|1270|418.492|299.888|
|1271|419.991|299.882|
|1272|421.49|299.876|
|1273|422.99|299.87|
|1274|424.489|299.864|
|1275|425.988|299.857|
|1276|427.488|299.85|
|1277|428.987|299.843|
|1278|430.486|299.836|
|1279|431.985|299.829|
|1280|433.484|299.821|
|1281|434.984|299.813|
|1282|436.483|299.805|
|1283|437.982|299.797|
|1284|439.481|299.788|
|1285|440.979|299.779|
|1286|442.477|299.75|
|1287|443.976|299.739|
|1288|445.475|299.727|
|1289|446.973|299.715|
|1290|448.472|299.702|
|1291|449.97|299.689|
|1292|451.469|299.676|
|1293|452.967|299.662|
|1294|454.466|299.648|
|1295|455.964|299.633|
|1296|457.462|299.618|
|1297|458.96|299.602|
|1298|460.458|299.586|
|1299|461.956|299.569|
|1300|463.454|299.552|
|1301|464.951|299.534|
|1302|466.449|299.515|
|1303|467.946|299.497|
|1304|469.444|299.477|
|1305|470.941|299.457|
|1306|472.438|299.436|
|1307|473.936|299.416|
|1308|6.40226e+298|1.#INF|
|1309|-8.56729e+123|-8.56729e+123|
|1310|-8.56729e+123|-8.56729e+123|
|1311|-8.56729e+123|-8.56729e+123|
|1312|-8.56729e+123|-8.56729e+123|
|1313|3.00607e+130|-8.56728e+123|
|1314|8.27173e+303|5.12181e+303|
|1315|-8.56729e+123|-8.56729e+123|
|1316|-8.56729e+123|-8.56729e+123|
|1317|-8.56729e+123|-8.56729e+123|
|1318|-8.56729e+123|-8.56729e+123|
|1319|-8.56729e+123|-8.56729e+123|
|1320|-8.56729e+123|-8.56729e+123|
|1321|-8.56729e+123|-8.56729e+123|
|1322|-8.56729e+123|-8.56729e+123|
|1323|-8.56729e+123|-8.56729e+123|
|1324|-8.56729e+123|-8.56729e+123|
|1325|2.77679e+064|4.16518e+064|
|1326|-1.0727e+119|-4.29437e+121|
|1327|-4.29796e+119|-8.61026e+121|
|1328|504.606|300|
